,image,username,clusterid,1d,2d,img_url,centroid
0,pforpeonies_36.jpg,pforpeonies,4,0.54374987,-0.7162625,https://drive.google.com/uc?export=view&id=1Z18gQSzIXlwkBBYZdHghEjgpqRx04TWG,0
1,pforpeonies_38.jpg,pforpeonies,4,2.921106,-0.8437987,https://drive.google.com/uc?export=view&id=1_2g9sRVSwJjyOSxPk8ycHmBtg57Wsq4A,1
2,pforpeonies_34.jpg,pforpeonies,3,2.0116794,-0.3224287,https://drive.google.com/uc?export=view&id=1_1kihwZ1QODsYhgqTNHf_1zGSM6nlxOP,0
3,pforpeonies_35.jpg,pforpeonies,0,-0.05677135,-0.70210063,https://drive.google.com/uc?export=view&id=1_1b6JpezQI0edudbDW5SrzKnh4lQjLt3,0
4,pforpeonies_37.jpg,pforpeonies,3,1.971615,-2.0174406,https://drive.google.com/uc?export=view&id=1Zz_zgM0Ej6W6VeomleB-cWLsRbTX_8Cu,0
5,pforpeonies_33.jpg,pforpeonies,3,2.7883546,-0.805146,https://drive.google.com/uc?export=view&id=1Zz39BlT6hidjBgLUm7u0wKVL3pJIC1hY,0
6,pforpeonies_41.jpg,pforpeonies,4,2.5558233,-0.6456418,https://drive.google.com/uc?export=view&id=1ZueVsVw7ZCE1mNKlY-U6zxLeEhe_jRZp,0
7,pforpeonies_58.jpg,pforpeonies,3,2.592612,-0.5488968,https://drive.google.com/uc?export=view&id=1ZqURN3fbsB6y9EUUZUCAO2pvfbOtDAKp,0
8,pforpeonies_42.jpg,pforpeonies,3,2.3576434,-0.60736674,https://drive.google.com/uc?export=view&id=1Zfdrd-9xc58PnYmaBPb_laaSgEd8IkPg,0
9,pforpeonies_43.jpg,pforpeonies,4,1.3746669,-1.4400208,https://drive.google.com/uc?export=view&id=1ZaYXJ7QcRtKC-l5C_uBk5UJe7bWelmGc,0
10,pforpeonies_56.jpg,pforpeonies,4,0.42810664,-2.141467,https://drive.google.com/uc?export=view&id=1ZZQHE_qlk8ejALVtIwpU7ZqYN2AwjjCF,0
11,pforpeonies_44.jpg,pforpeonies,0,1.7042286,-1.8437419,https://drive.google.com/uc?export=view&id=1ZWmAv_7HTOPENN0axFab01L9dMNJoa6f,0
12,pforpeonies_50.jpg,pforpeonies,4,2.8545303,-0.834144,https://drive.google.com/uc?export=view&id=1ZUkWVpykX9lzFE9wvavcrVeNe2yz0Xb6,0
13,pforpeonies_49.jpg,pforpeonies,4,0.599508,-1.8615907,https://drive.google.com/uc?export=view&id=1ZJZVxc6ejsoMPD_ixNTAupImCwsolXad,0
14,pforpeonies_45.jpg,pforpeonies,3,2.7763672,-0.77025175,https://drive.google.com/uc?export=view&id=1ZFQoBfKaFtsVi0R8wwXmEgTcFekqAgX0,0
15,pforpeonies_55.jpg,pforpeonies,3,0.4397728,0.46510136,https://drive.google.com/uc?export=view&id=1Z5yext2w1j4-lW3vbi2PlntEPnusOzRp,0
16,pforpeonies_57.jpg,pforpeonies,0,0.30878207,1.2312858,https://drive.google.com/uc?export=view&id=1a1WRCRKpcoLhuU4a4oterBzRNjGFnVHj,0
17,pforpeonies_47.jpg,pforpeonies,1,-1.289149,-1.3978206,https://drive.google.com/uc?export=view&id=1_ziMNDR0XXQ6-btZyy0dlCTOkvFCs1Qw,0
18,pforpeonies_46.jpg,pforpeonies,4,0.16403744,-1.6474382,https://drive.google.com/uc?export=view&id=1_uHAlKeCOI300SOZneqjEYx9EbWGeLaZ,0
19,pforpeonies_39.jpg,pforpeonies,4,2.8675218,-0.8729299,https://drive.google.com/uc?export=view&id=1_uFjOlensuBSQXCwhOAnssAN0dALMEqa,0
20,pforpeonies_40.jpg,pforpeonies,5,1.716025,0.30595464,https://drive.google.com/uc?export=view&id=1_nXovsIgXStURnBy89gJ26OzzZFF3Wx6,0
